0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
0	5792
