8191	0
8191	855
8191	1326
8191	2015
8191	2705
8191	3354
8191	2789
8191	3955
8191	4547
8191	5620
8191	6692
8191	7533
8191	8295
8191	9061
8191	8937
8191	9404
8191	9469
8191	9460
8191	9464
8191	9498
8191	9354
8191	9431
8191	9494
8191	9481
8191	9433
8191	9295
8191	9435
8191	9525
8191	9192
8191	9393
8191	9289
8191	9519
8191	9536
8191	9550
8191	9197
8191	9400
8191	9517
8191	9559
8191	9456
8191	9274
8191	9441
8191	9502
8191	9494
8191	9550
8191	9573
8191	9400
8191	9383
8191	9358
8191	9515
8191	9454
8191	9414
8191	9473
8191	9368
8191	9496
8191	9496
8191	9525
8191	9515
8191	9203
8191	9104
8191	9197
8191	9569
8191	9425
8191	9207
8191	9293
8191	9176
8191	9356
8191	9500
8191	9533
8191	9569
8191	9180
8191	9420
8191	9245
8191	9471
8191	9109
8191	9368
8191	9510
8191	9381
8191	9343
8191	9492
8191	9502
8191	9322
8191	9029
8191	9404
8191	9542
8191	8908
8191	9266
8191	8960
8191	9446
8191	9448
8191	9515
8191	9525
8191	9418
8191	9383
8191	9498
8191	9571
8191	9446
8191	9268
8191	9075
8191	9506
