0
149617020,0,0
149618022,0,0
149631020,0,0
149632027,0,0
149633020,0,0
149634027,0,0
149635020,0,0
149648027,0,0
149649020,0,0
149650026,0,0
149651020,0,0
149652025,0,0
149665020,0,0
149666022,0,0
149667020,0,0
149668022,0,0
149669020,0,0
149682022,0,0
149683020,0,0
149684022,0,0
149685020,0,0
149686022,0,0
149699020,0,0
149700022,0,0
149701025,0,0
149702022,0,0
149703025,0,0
149716022,0,0
149717020,0,0
149718022,0,0
149719020,0,0
149720022,0,0
149734022,0,0
149735020,0,0
149736022,0,0
149737020,0,0
149738022,0,0
149751020,0,0
149752036,0,0
149753020,0,0
149754036,0,0
149755020,0,0
149768022,0,0
149769020,0,0
149770021,0,0
149771020,0,0
149772022,0,0
149785020,0,0
149786022,0,0
149787020,0,0
149788022,0,0
149789020,0,0
149802022,0,0
149803020,0,0
149804022,0,0
149805020,0,0
149806022,0,0
149819024,0,0
149820022,0,0
149821023,0,0
149822022,0,0
149823021,0,0
149836022,0,0
149837020,0,0
149838022,0,0
149839020,0,0
149840022,0,0
149853020,0,0
149854027,0,0
149855020,0,0
149856027,0,0
149857020,0,0
149871020,0,0
149872032,0,0
149873020,0,0
149874032,0,0
149875020,0,0
149888022,0,0
149889020,0,0
149890022,0,0
149891020,0,0
149892022,0,0
149905020,0,0
149906022,0,0
149907020,0,0
149908022,0,0
149909020,0,0
149922022,0,0
149923020,0,0
149924022,0,0
149925025,0,0
149926022,0,0
149939020,0,0
149940022,0,0
149941020,0,0
149942022,0,0
149943020,0,0
149956024,0,0
149957020,0,0
149958024,0,0
149959020,0,0
149960022,0,0
149973020,0,0
149974022,0,0
149975020,0,0
149976031,0,0
149977020,0,0
149990023,0,0
149991020,0,0
149992022,0,0
149993020,0,0
149994023,0,0
150007020,0,0
150008022,0,0
150009020,0,0
150010022,0,0
150011020,0,0
150025020,0,0
150026022,0,0
150027020,0,0
150028022,0,0
150029020,0,0
150042022,0,0
150043024,0,0
150044022,0,0
150045022,0,0
150046022,0,0
150059020,0,0
150060022,0,0
150061020,0,0
150062022,0,0
150063020,0,0
150076022,0,0
150077020,0,0
150078022,0,0
150079020,0,0
150080022,0,0
150093020,0,0
150094032,0,0
150095020,0,0
150096032,0,0
150097020,0,0
150110022,0,0
150111020,0,0
150112022,0,0
150113025,0,0
150114022,0,0
150127020,0,0
150128022,0,0
150129020,0,0
150130022,0,0
150131020,0,0
150144022,0,0
150145020,0,0
150146022,0,0
150147029,0,0
150148022,0,0
150162022,0,0
150163025,0,0
150164022,0,0
150165020,0,0
150166022,0,0
150179020,0,0
150180027,0,0
150181020,0,0
150182027,0,0
150183020,0,0
150196022,0,0
150197020,0,0
150198022,0,0
150199020,0,0
150200022,0,0
