022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5156022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5182022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5208022,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5234027,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5261020,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5287027,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5314020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
5340020,0,0
