0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
0	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
100	0	1.011
200	0	1.011
200	0	1.011
200	0	1.011
200	0	1.011
200	0	1.011
200	0	1.011
